FullName,Winery,ScoreAIS,Grapes,Tasting Notes,Pairing,Price,Bottles,Alcohol,Aging
Ugo Lequio,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Carni bianche o da cortile,17,6,14,Legno 7 mesi
Pico Maccario,Nizza Tre Roveri 2019,,Barbera 100%,"Rubino profondo Eleganti profumi floreali fanno da incipit all'intrigante successione olfattiva: rosa appassita, mora di gelso, mirtillo in confettura, cuoio e tabacco Il profilo fresco e sapido ben accompagna la morbidezza, integrato a meraviglia da un lieve tannino appena accennato Distensivo",Arista di maiale al forno,17,8,"14,5",Acciaio 6 mesi e Legno 12 mesi
Malvirà,Roero Vigna Mombeltramo Riserva 2017,93,Nebbiolo 100%,"Ricco abito rosso granato Gioca con eleganza tra note scure e austere e altre più fresche e dolci Il finale racconta di passeggiata nel bosco, con aghi di pino, humus e ventate balsamiche L'assaggio è caldo, con un tannino ancora vibrante, sapidità territoriale, ricca struttura e grande persistenza",Petto d’anatra ai fichi,31,7,"14,5",Legno 30 mesi
Malvirà,Roero Vigna Renesio Riserva 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,31,11,14,Legno 30 mesi
Malvirà,Roero Arneis Vigna Saglietto Riserva 2019,,Arneis 100%,,Carni bianche o da cortile,20,6,13,Acciaio 12 mesi e Legno 12 mesi
Marcalberto,Alta Langa Extra Brut,91,Pinot nero 70% –  Chardonnay 30%,"Luminoso colore giallo paglierino con sfumature dorate, punteggiato da un perlage fine e molto abbondante Profilo olfattivo complesso con riconoscimenti di pan brioches, coriandolo, ginestra, ananas, cedro, pompelmo, miele, anice stellato, gesso e vaniglia Sorso brioso, rinfrescante e cremoso Lascia dietro di sé una lunga scia sapida che invoglia alla beva",Gamberoni in pasta kataifi,27,1,"12,5",Acciaio 7 mesi e Legno 7 mesi | 36 mesi sui lieviti
Marcalberto,Marcalberto Asti Metodo Classico 2019,,Moscato bianco 100%,,Dolci al cucchiaio o a base di frutta,23,3,6,
Marcalberto,Marcalberto Nature,,Pinot nero 100%,,Piatti di pesce,34,4,12,Legno 7 mesi | 30 mesi sui lieviti
Marchesi Alfieri,Terre Alfieri Nebbiolo Costa Quaglia 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,18,4,"14,5",Legno 12 mesi
Marchesi Alfieri,Marchesi Alfieri Brut Blanc De Noir 2017,,Pinot nero 100%,,Piatti di pesce,26,4,"12,5",
Marchesi Alfieri,Piemonte Grignolino Sansoero 2020,,Grignolino 100%,,Formaggi freschi o a pasta filata,10,4,"13,5",Acciaio 6 mesi
Marchesi Alfieri,Monferrato Rosso Sostegno 2019,,Barbera 70% – Pinot nero 30%,,Risotti di terra,9,8,"14,5",Acciaio 6 mesi
Marchesi Di Grésy -  Tenute Cisa Asinari,Barbaresco Camp Gros,97,Nebbiolo 100%,"Granato Il suo è un universo olfattivo aristocratico che gira intorno a profumi di gelatina di piccoli frutti, austero nel profilo speziato e tostato di legni preziosi, marezzato da raffinati inserti balsamici Sorso imperiale, di maestosa progressione tannica; finale infinito, rigoroso ma sempre succoso",Lombo di capriolo al ginepro,100,7,"14,5",Legno 28 mesi
Marchesi Di Grésy -  Tenute Cisa Asinari,Barbaresco Gaiun Martinenga 2017,93,Nebbiolo 100%,,,80,8,14,Legno 28 mesi
Marsaglia,Roero Arneis Armonia 2019,,Arneis 100%,"Ricco giallo paglierino Naso subito fresco, minerale e balsamico; seguono erbe aromatiche, fiori gialli, tanta frutta (pompelmo, ananas, mela golden) La bocca è ricca e ancora in fase di definizione: colpiscono la bella freschezza e la grande sapidità Saporito e buono ora, può solo crescere nel tempo",Rombo al forno con patate,15,3,"13,5",Legno 6 mesi
Marsaglia,Langhe Rosso Complotto 2017,,Nebbiolo 40% – Barbera 30% – Syrah 30%,,Carni rosse o selvaggina,16,4,"14,5",Legno 12 mesi
Marsaglia,Roero Arneis Serramiana 2020,,Arneis 100%,,Piatti di pesce,13,45,"13,5",Acciaio 6 mesi
Bartolo Mascarello,Barolo 2017,96,Nebbiolo 100%,"Granato tipico, è un Barolo di eccellente misura, dal naso sciolto ed espressivo di frutta rossa, fiori e spezie fini L'avvio è di noce moscata e torrefazione, poi fiori passiti, agrumi, arancia sanguinella per poi assestarsi su note di ciliegia e confetture, bacche e foglie secche La bocca è dolce ed equilibrata, armoniosa nei tannini dolci, lunga e fruttata in chiusura",Finanziera,120,17,"14,5",Legno 30 mesi
Mazzoni,Ghemme Ai Livelli 2016,,Nebbiolo 100%,"Ricco di colore, trasparente granato Spettro olfattivo di grande complessità, i primi riconoscimenti sono floreali di viola e garofano, incalzano i profumi fruttati e balsamici che ricordano ciliegie, anice, felce, pepe e delicate tostature Il sorso è ricco di soddisfazione, già equilibrato ma proiettato nel tempo Finale fruttato",Sella di maialino,35,1,14,Legno 36 mesi
Mazzoni,Colline Novaresi Nebbiolo Del,,Nebbiolo 100%,,Carni bianche o da cortile,13,6,"13,5",Acciaio 12 mesi e Legno 12 mesi
Mazzoni,Colline Novaresi Vespolina Il Ricetto 2020,,Vespolina 100%,,Primi piatti di pasta o pasta fresca ripiena,13,2,13,Acciaio 6 mesi
Mazzoni,Iris 2020,,Erbaluce 100%,,Piatti di pesce,12,1,13,Acciaio 6 mesi
Merenda Con Corvi,Bel Ami 2018,,Pinot nero 100%,"Rubino luminoso dai riflessi granato Sono piccole bacche di ribes rosso a introdurre un profilo fatto di freschi richiami vegetali punteggiati da dolci spezie e increspature pepate Il sorso è snello, di ammirevole equilibrio, dalla garbata acidità e dal delicato finale di fragolina di bosco",Petto d'anatra alle spezie,30,600,"13,5",Legno 18 mesi
Merenda Con Corvi,Senza Nome 2018,,Merlot 100%,,Formaggi stagionati o erborinati,27,1,14,Legno 11 mesi
Merenda Con Corvi,Pinerolese Rosso 2020,,Nebbiolo 100%,,Risotti di terra,11,800,14,
Merenda Con Corvi,Merenda Con Corvi 2019,,Barbera 90% – Merlot 5% – Nebbiolo 5%,,Salumi o insaccati,16,900,"14,5",Legno 11 mesi
Merenda Con Corvi,Pinerolese Barbera Foravia 2019,,Barbera 100%,,Piatti di verdure,10,1,14,Acciaio 6 mesi
Mirù,Ghemme Riserva Vigna Cavenago 2015,,Nebbiolo 85% – Vespolina 15%,"Rosso granato, bellissima progressione olfattiva articolata su sentori di spezie balsamiche, cenni minerali e salmastri, liquirizia, radici, eucalipto e tabacco dolce, confetture di piccoli frutti rossi che si completano in una bella florealità Al gusto è delicato, decisamente sapido e di corroborante freschezza con tannino di ottima trama",Tagliata di manzo alle erbe fini,30,3,13,Legno 48 mesi
Mirù,Ghemme Vigna Cavenago 2011,,Nebbiolo 85% – Vespolina 15%,,Carni rosse o selvaggina,25,3,"12,5",Legno 36 mesi
Mirù,Ghemme 2017,,Nebbiolo 100%,,Risotti di terra,23,5,"13,5",Legno 24 mesi
Mirù,Colline Novaresi Nebbiolo N50 2017,,Nebbiolo 100%,,Carni bianche o da cortile,16,5,13,Legno 6 mesi
Mirù,Colline Novaresi Bianco Piriet 2019,,Erbaluce 100%,,Piatti di verdure,11,5,"12,5",Acciaio 6 mesi
Mauro Molino,Barolo Conca 2017,,Nebbiolo 100%,"Granato Nebbioleggia sereno e virtuoso, liberando atemporali profumi di viola secca e fragolina arricchiti da sensazioni balsamiche, in un contesto leggiadro, fascinoso, mai severo La struttura gustativa s'impone per massa fruttata e vigore tannico, con persistenza appena amarognola",Capriolo ai mirtilli,95,3,"14,5",Legno 18 mesi
Mauro Molino,Barolo 2017,,Nebbiolo 100%,,Risotti di terra,40,45,"14,5",Legno 18 mesi
Mauro Molino,Barolo Bricco Luciani 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,52,4,14,Legno 18 mesi
Mauro Molino,Barolo Gallinotto 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,48,9,"14,5",Legno 18 mesi
Mongioia,Meramentae Extra Brut 2017,,Moscato bianco 100%,,Piatti di pesce,32,,"12,5",Acciaio 2 mesi | 30 mesi sui lieviti
Mongioia,Leonhard 2020,,Moscato bianco 100%,,Formaggi freschi o a pasta filata,17,,"12,5",Acciaio 6 mesi
Mongioia,Rex Magis Moscato Spumante Dolce,,Moscato bianco 100%,,Dolci al cucchiaio o a base di frutta,13,,7,
Monti,Barolo Bussia 2017,,Nebbiolo 100%,"Granato L'iniziale imprinting fruttato è temperato da sensazioni speziate (chiodo di garofano) e tostate (tabacco, cioccolato), con freschezze di menta Il cru si sente nella profondità dell'estratto, in particolare nella sostanza tannica Lungo finale in cui ritornano note di elevazione",Agnello al curry,55,2,15,Acciaio 3 mesi e Legno 30 mesi
Monti,Barolo Bricco San Pietro 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,51,1,"14,5",Legno 36 mesi
Angelo Negro E Figli,Roero Ciabot San Giorgio Riserva 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,24,6,14,Legno 24 mesi
Angelo Negro E Figli,Roero Arneis Perdaudin Riserva 2019,,Arneis 100%,,Risotti di pesce,16,20,13,Acciaio 7 mesi
Lorenzo Negro,Roero Arneis 2020,,Arneis 100%,,"Zuppe, minestre o vellutate",9,8,13,Acciaio 6 mesi
Lorenzo Negro,Roero Prachiosso 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,12,2,14,Legno 12 mesi
Lorenzo Negro,Langhe Rosso Arbesca 2017,,Albarossa 100%,,Carni rosse o selvaggina,12,2,"14,5",Legno 18 mesi
Noah,Bramaterra 2017,,Nebbiolo 80% – Croatina 10% – Vespolina 10%  Alc.14%,,Primi piatti di pasta o pasta fresca ripiena,30,3,14,Legno 20 mesi
Noah,Coste Della Sesia Rosso Della Mesola 2019,,"Nebbiolo 70% – Croatina 20% – Vespolina 10%  Alc.13,5%",,Risotti di terra,20,4,"13,5",Legno 12 mesi
Figli Di Luigi Oddero,Barolo Rocche Rivera 2017,93,Nebbiolo 100%,"Granato luminoso, esemplare espressione fruttata, floreale e speziata Un vino nitido che evidenzia confettura di lampone, ciliegia, noce moscata, menta e liquirizia Al sorso è sorprendente per equilibrio, freschezza, insistente sapidità e una perfetta evoluzione tannica Appagante e persistente",Filetto di cervo ai mirtilli,97,4,"14,5",Legno 24 mesi
Figli Di Luigi Oddero,Barolo Vigna Rionda 2015,91,Nebbiolo 100%,"Granato, inizialmente chiuso nella proposta olfattiva che lentamente rivela sfumature di confetture balsamiche, arancia amara e radice di liquirizia che si completano in fragranze floreali di violetta Autorevole al sapore per struttura e importante tannino che dialoga con un'ottima freschezza",Piccione ripieno,140,3,"14,5",Legno 36 mesi
Figli Di Luigi Oddero,Barbaresco Rombone 2018,,Nebbiolo 100%,,Primi piatti di pasta o pasta fresca ripiena,49,9,"14,5",Legno 18 mesi
Figli Di Luigi Oddero,Barolo 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,67,20,"14,5",Legno 24 mesi
Ottosoldi,Gavi Ottosoldi 2020,,Cortese 100%,"Paglierino brillante Richiami olfattivi floreali di ginestra, azalea, rosa canina, seguiti da polpose susine, pesche di vigna, bergamotto, melone bianco e il mazzetto di erbe aromatiche Bocca caratterizzata da fresche sensazioni citrine, stuzzicante sapidità e una certa morbidezza a dare coerenza",Risotto al Gavi con asparagi,14,40,"12,5",Legno 3 mesi
Paitin,Barbaresco Basarin 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,39,2,14,Legno 20 mesi
Paitin,Barbaresco Serraboella 2018,,Nebbiolo 100%,,Carni bianche o da cortile,40,10,14,Legno 24 mesi
Parusso,Barolo Bussia Etichetta Oro Riserva 2012,,Nebbiolo 100%,,Carni rosse o selvaggina,170,1,"14,5",Legno 24 mesi
Magda Pedrini,Gavi Del Comune Di Gavi Magda 2020,,Cortese 100%,"Paglierino cristallino Profilo olfattivo che richiama l'ananas, pera Williams, pesca gialla, poi ancora ginestre, fiori di tarassaco, tiglio e la selce umida In bocca mostra sostanza e il morbido e la parte fresco-sapida si pongono in millimetrico equilibrio Lunga e gradevole la persistenza",Tonno di coniglio,15,15,13,Acciaio 6 mesi
Magda Pedrini,Gavi Del Comune Di Gavi Ad Lunam 2020,,Cortese 100%,,Piatti di pesce,12,15,"12,5",Acciaio 3 mesi
Pelissero,Barbaresco Vanotu Riserva 2010,95,Nebbiolo 100%,"Non poteva deludere la Bottiglia celebrativa del 60°anniversario della cantina E’ un Vanotu di gran classe, ricco e fruttato, profondo nelle note di bacche, mora e mirtillo, tabacco, cuoio e dolci nuance di legno di sandalo Vigorosa è anche la bocca, colma, decisa, lunga di sapore Dal 2025",Costata di manzo alla brace,257,1,"14,5",Legno 48 mesi
Pelissero,Barbaresco Vanotu 2018,92,Nebbiolo 100%,"Tanta frutta in questo '18 Profondo e concentrato, è un naso denso di frutti scuri e bacche, tra cui mora, susina e pesca poi confetture e succo di ciliegia La bocca risponde al meglio con energia e struttura, tannini molti e maturi e lunga e dolce persistenza Dal 2028",Cosciotto di agnello,65,,15,Legno 24 mesi
Pescaja,Monferrato Rosso Solis 2018,,Barbera 70% – Cabernet sauvignon 30%,,Carni rosse o selvaggina,20,2,"14,5",Legno 18 mesi
Pescaja,Terre Alfieri Arneis Sololuna 2019,,Arneis 100%,,Piatti di pesce,20,4,14,Legno 12 mesi
Pescaja,Roero Arneis 2020,,Arneis 100%,,Piatti di pesce,15,40,13,
Pira,Barolo Vignarionda 2017,94,Nebbiolo 100%,"Il Vignarionda dei Pira si conferma un purosangue, dal naso integro e austero, ottima concentrazione e bocca importante Il piglio è classico con profumi tipici di forte espressione, con rosa, violetta, ciliegia, confetture e liquirizia in evidenza Al gusto è autorevole, perfetto nello sviluppo e nei tannini",Pluma iberica alla brace,67,4,"14,5",Legno 12 mesi
Pira,Barolo Marenca 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,51,9,"14,5",Legno 12 mesi
Pira,Barolo Margheria 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,44,7,"14,5",Legno 24 mesi
Platinetti,Ghemme Vigna Ronco Maso 2017,91,Nebbiolo 100%,"Rosso granato vivace, profilo olfattivo intenso e complesso caratterizzato da nobili profumi balsamici, menta, erbe officinali, radici, liquirizia, rimandi alla frutta matura e agli agrumi tra cui spicca l'arancia sanguinella Il sorso è piacevole e saporito, equilibrato, tannino moderato con slancio in freschezza e sapidità che ne allunga la persistenza",Bocconcini di manzo con cipolle,25,4,"13,5",Legno 36 mesi
Platinetti,Colline Novaresi Rosso Guido 2020,,Nebbiolo 40% – Barbera 20% – Vespolina 20% – Croatina 10% – Uva rara 10%,,Piatti di verdure,8,1,"12,5",Acciaio 6 mesi e Legno 18 mesi
Platinetti,Colline Novaresi Vespolina 2020,,Vespolina 100%,,Primi piatti di pasta o pasta fresca ripiena,10,1,14,Acciaio 6 mesi
Platinetti,Colline Novaresi Nebbiolo 2019,,Nebbiolo 100%,,Formaggi stagionati o erborinati,12,8,"13,5",Acciaio 6 mesi e Legno 6 mesi
Podere Rocche Dei Manzoni,Valentino Brut Elena 2018,,Chardonnay 70% – Pinot nero 30%,,Salumi o insaccati,25,50,"12,5",Legno 8 mesi | 48 mesi sui lieviti
Podere Rocche Dei Manzoni,Langhe Rosso Bricco Manzoni 2015,,Nebbiolo 80% – Barbera 20%,,Formaggi stagionati o erborinati,35,20,"14,5",Legno 30 mesi
Podere Rocche Dei Manzoni,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,45,25,"14,5",Legno 30 mesi
Poderi Aldo Conterno,Barolo Bussia Romirasco 2017,96,Nebbiolo 100%,"Austero e importante, ha un grande naso Si presenta fruttato, succoso di ciliegia e fragola, lampone, erbe e confetture Il tono è puro, fresco e di impatto, con bocca di gran struttura e tannini tosti ma maturi Un vero purosangue",Costata di manzo alla brace,180,6,"14,5",Legno 30 mesi
Poderi Aldo Conterno,Barolo Bussia Cicala 2017,95,Nebbiolo 100%,"Erbe di montagna, bacche, paglia, tanta frutta, amarena, ribes, melograno: è un Cicala di forte intensità, denso, succoso e avvolgente Copiosa anche la bocca, esuberante nella struttura e tosta nel tannino Tanta roba",Stinco di vitello,110,6,"14,5",Legno 28 mesi
Poderi Aldo Conterno,Barolo Bussia Colonnello 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,110,5,"14,5",Legno 28 mesi
Ezio Poggio,Colli Tortonesi Terre Di Libarna,,Timorasso 100%,"Paglierino Da vigne in quota, rappresenta il lato più sottile ed elegante del timorasso, giocato su toni floreali, di ribes bianco maturo, con tocchi mediterranei d'erbe aromatiche e sentori di selce scaldata dal sole Al palato è fresco, non privo di pienezza, sapido sempre Un gusto che dura",Pennette al salmone,14,12,13,Acciaio 8 mesi
Ezio Poggio,Colli Tortonesi Terre Di Libarna,,Timorasso 100%,,Piatti di pesce,18,8,"13,5",Acciaio 12 mesi
Maurizio Ponchione,Gundin 2018,,Arneis 100%,,Formaggi stagionati o erborinati,35,800,"12,5",Legno 10 mesi
Guido Porro,Barolo Vigna Rionda 2017,94,Nebbiolo 100%,"Granato acquerellato e trasparente, naso affascinante e avvolgente di fiori essiccati e nobili speziature balsamiche, noce moscata, cannella e zenzero con uno sbuffo di legno di sandalo, confetture di ribes e mora Vino di profondità e purezza, al sorso rivela un'eccellente bevibilità, perfetto equilibrio con setosi tannini e piacevole sapidità Nobile persistenza",Quaglie allo spiedo,70,3,"14,5",Legno 36 mesi
Guido Porro,Barolo Vigna Lazzairasco 2017,93,Nebbiolo 100%,"Granato luminoso e preciso, piglio olfattivo decisamente complesso e articolato su frutta matura, erbe alpine e spezie In evidenza confettura di marasca e more, ciliegie in composta con cannella e chiodi di garofano Bocca solida e piacevole dotata di tannini morbidi e rassicuranti Lunga persistenza",Sottofiletto in crosta,30,10,"14,5",Legno 36 mesi
Guido Porro,Barolo Gianetto 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,30,6,"14,5",Legno 36 mesi
Guido Porro,Barolo Vigna Santa Caterina 2017,,Nebbiolo 100%,,Carni bianche o da cortile,30,6,"14,5",Legno 36 mesi
Guido Porro,Langhe Nebbiolo Camilu 2020,,Nebbiolo 100%,,Risotti di terra,12,8,"14,5",
Giuseppe Principiano,Barolo Boscareto 2016,,Nebbiolo 100%,"Granato classico di notevole intensità cromatica Naso complesso in costante evoluzione: fragolina di bosco, confettura di frutti rossi, bastoncino di liquirizia, chiodo di garofano e cacao amaro si susseguono amabilmente Il tannino è ben integrato, mai spigoloso",Sorso bilanciato,33,1,"14,5",Acciaio 6 mesi e Legno 24 mesi
Giuseppe Principiano,Barolo 2016,,Nebbiolo 100%,,Carni rosse o selvaggina,27,3,"14,5",Acciaio 6 mesi e Legno 24 mesi
Proprietà Sperino,Lessona 2016,96,Nebbiolo 100%,"Granato con bagliori rubino, spettro olfattivo ampio, dalle sfumature tipiche, quasi mediterranee di agrume, erbe aromatiche e officinali, alla delicata mineralità e al frutto maturo di confetture di mora e lampone Al sorso colpisce per delicatezza pur rivendicando struttura e persistenza, equilibrio e finissimo tannino completano il carattere",Faraona alla cacciatora,60,8,14,Legno 36 mesi
Proprietà Sperino,Coste Della Sesia Rosso Uvaggio 2018,,Nebbiolo 80% – Vespolina 15% – Croatina 5%  Alc.13%,,Primi piatti di pasta o pasta fresca ripiena,30,,13,Legno 20 mesi
Punset,Barbaresco Basarin Riserva 2016,92,Nebbiolo 100%,"Classico rosso granato Naso fresco e integro in cui emergono frutta croccante, viola e peonia, humus e aghi di pino, sbuffi balsamici, spezie esotiche e pungenti, pietra e grafite L'assaggio lo vede ricco, succoso, appagante; il tannino è presente ma di squisita eleganza Grande persistenza e tanto sapore",Cosciotto di agnello arrosto alla menta,32,10,14,Legno 36 mesi
Punset,Barbaresco San Cristoforo Campo,,Nebbiolo 100%,,Carni rosse o selvaggina,42,4,14,Legno 42 mesi
Punset,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Risotti di terra,18,6,14,Legno 3 mesi
Punset,Langhe Arneis 2020,,Arneis 100%,,Piatti di pesce,14,7,13,Acciaio 9 mesi
Rattalino,Barolo 92 Monvigliero 2016,,Nebbiolo 100%,"Invitante rosso granato Dolce e accogliente, si esprime fresco e dinamico su note di spezie chiare, frutta dolce macerata, sottobosco, incenso, grafite, ventate balsamiche Ricco e avvolgente nonostante la struttura, si avvia verso l’equilibrio, mentre freschezza e tannino garantiscono sicura evoluzione",Nodini di vitello all'aceto balsamico,37,2,"14,5",Legno 36 mesi
Rattalino,Barbaresco 43 Meruzzano 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,33,3,14,Legno 24 mesi
Rattalino,Barolo 91 Del Comune Di Serralunga 2015,,Nebbiolo 100%,,Carni rosse o selvaggina,30,3,"14,5",Acciaio 12 mesi e Legno 24 mesi
Rattalino,Barolo 34 2017,,Nebbiolo 100%,,Risotti di terra,28,7,14,Acciaio 12 mesi e Legno 24 mesi
Ressia,Barbaresco Canova 2018,,Nebbiolo 100%,"Rosso granato intenso L'olfatto è penetrante con profumi che ricordano ciliegia, lampone, mirtilli e ribes, insieme a sensazioni più vegetali e balsamiche, erbe officinali, chiodi di garofano, liquirizia e cuoio Al palato è morbido e corposo con un tannino levigato e buona freschezza",Anatra all'arancia,28,3,14,Acciaio 6 mesi e Legno 30 mesi
Ressia,Evien 2020,,Moscato bianco 100%,,Piatti di pesce,12,5,14,Acciaio 9 mesi e Legno 9 mesi
Eraldo Revelli,Dogliani Superiore San Matteo 2019,,Dolcetto 100%,,Primi piatti di pasta o pasta fresca ripiena,16,8,"14,5",Legno 12 mesi
Eraldo Revelli,Langhe Barbera La Basarisca 2020,,Barbera 90% – Dolcetto 10%,,Risotti di terra,16,3,"14,5",Legno 12 mesi
Reverdito,Barolo Bricco Cogni 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,55,7,"14,5",Legno 18 mesi
Rinaldi,Barolo Brunate 2017,95,Nebbiolo 100%,"Non manca il temperamento a questo 2017 Naso ampio e bellissimo: di erbe officinali, radici, resina, liquirizia, poi frutta rossa a iosa, ciliegie e fragole pestate, melograno e ribes La bocca è grande: dolce e morbida, appena tannica, succosa e fruttata nella persistenza Buono davvero",Sella alla Wellington,100,7,14,Legno 36 mesi
Rinaldi,Barolo Tre Tine 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,100,9,14,Legno 36 mesi
Silvia Rivella,Barbaresco Montestefano 2018,94,Nebbiolo 100%,"Un Montestefano 2018 leggiadro e molto espressivo con intrecci di frutta rossa e spezie dolci molto eleganti A note torrefatte di caffè e cacao si uniscono effluvi succosi di ciliegia, pesca e carcadè Molto precisa la parte gustativa, proporzionata nella struttura e fine nei tannini Delizioso",Costolette di agnello,90,1,14,Legno 18 mesi
Silvia Rivella,Barbaresco Fausoni 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,75,1,14,Legno 19 mesi
Massimo Rivetti,Barbaresco Serraboella Riserva 2016,,Nebbiolo 100%,"Granato Fascinosa articolazione olfattiva: la fragolina macerata è un substrato su cui s'innestano profumi buoni di sottobosco e legni preziosi, noce moscata, erbe officinali d’antica farmacia Un tannino ancora scalpitante inquadra una struttura calda e imponente, d’ottima lunghezza",Camoscio alle amarene,50,4,14,Legno 48 mesi
Massimo Rivetti,Barbaresco Froi 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,30,3,14,Legno 24 mesi
Massimo Rivetti,Barbaresco 2018,,Nebbiolo 100%,,Formaggi stagionati o erborinati,25,15,14,Legno 18 mesi
Rizzi,Barbaresco Rizzi 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,28,13,12,Acciaio 5 mesi e Legno 12 mesi
Rizzi,Langhe Nebbiolo 2019,,Nebbiolo 100%,,Carni bianche o da cortile,17,16,14,Acciaio 3 mesi e Legno 12 mesi
Albino Rocca,Barbaresco Angelo 2017,95,Nebbiolo 100%,"Granato fitto Naso di fantastica complessità, che apre orizzonti amplissimi: mora e piccoli frutti macerati, aghi di pino, menta, lavanda, erbe aromatiche, un sottobosco caldo e ferrigno L'imponente struttura tannica non prevarica mai una massa fruttata intatta e d'impressionante persistenza",Filetti di fagiano all'arancia,77,2,"14,5",Legno 23 mesi
Albino Rocca,Barbaresco Ovello Vigna Loreto 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,45,2,"14,5",Legno 23 mesi
Albino Rocca,Barbaresco Montersino 2018,,Nebbiolo 100%,,Formaggi stagionati o erborinati,45,2,"14,5",Legno 23 mesi
Albino Rocca,Barbaresco Ronchi 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,47,8,"14,5",Legno 23 mesi
Rocche Costamagna,Barolo 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,29,8,"14,5",Legno 24 mesi
Rocche Costamagna,Langhe Arneis 2020,,Arneis 100%,,Piatti di pesce,11,12,"13,5",
Giovanni Rosso,Barolo Cerretta 2017,93,Nebbiolo 100%,"Complesso, naso floreale e fruttato con sottofondo di spezie Agli iniziali sentori di bacche e noce moscata, si fanno largo dolci note di fragola macerata e confetture di gran nitidezza Bocca superba",Lepre farcita,65,8,14,Legno 30 mesi
Giovanni Rosso,Barolo Del Comune Di Serralunga 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,36,50,14,Legno 26 mesi
Giovanni Rosso,Etna Bianco Contrada Montedolce 2020,,Carricante 100%,,Carni bianche o da cortile,18,6,"12,5",Acciaio 5 mesi
Rovellotti,Ghemme Chioso Dei Pomi 2015,92,Nebbiolo 85% – Vespolina 15%,"Granato intenso, di carattere Un Ghemme dotato di intense sfumature balsamiche e speziate di cacao e cannella contrassegnate dalla sottile mineralità ferrosa ed ematica Piccoli frutti in gelatina e confettura di mora Assaggio di grande vitalità ed energia, con tannini esuberanti ma comunque in equilibrio pienamente integrati Persistenza balsamica",Guancia di maiale brasata,28,13,14,Legno 36 mesi
Rovellotti,Ghemme Costa Del Salmino Riserva 2015,,Nebbiolo 95% – Vespolina 5%,,Carni rosse o selvaggina,32,3,14,Legno 42 mesi
Rovellotti,Valdenrico 2018,,Erbaluce 100%,,Formaggi stagionati o erborinati,35,3,14,Legno 24 mesi
Rovellotti,Colline Novaresi Bianco Il Criccone 2020,,Erbaluce 100%,,"Zuppe, minestre o vellutate",15,7,13,
Sandrone,Barolo Vite Talin 2015,96,Nebbiolo 100%,"Ha un grande naso, folto, carnoso, consistente Note selvatiche su uniscono a sentori di terra bagnata, foglie, erbe; poi il frutto, di amarena e confetture, susina, poi caffè, cuoio e tabacco Importante è anche il gusto, pieno e strutturato, dal tannino maturo e sapore lungo e sapido Un vino spettacolare",Agnello al forno,420,2,"14,5",Legno 48 mesi
Sandrone,Barolo Aleste 2017,94,Nebbiolo 100%,"Brilla luminoso l'Aleste '17 Ha profumo fruttato di grande espressione, fresco e nitido; emergono note di susina, mora, frutta zuccherata, poi ciliegia e fragola in confettura La bocca ha struttura e pienezza sorretta da freschezza e finissimi tannini Più che eccellente",Stinco di maiale alla senape,110,10,"14,5",Legno 24 mesi
Sandrone,Barolo Le Vigne 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,95,,"14,5",Legno 24 mesi
Saracco,Langhe Riesling 2020,,Riesling renano 100%,,Formaggi freschi o a pasta filata,13,3,"13,5",Acciaio 12 mesi
Scarpa,Barbaresco Tettineive 2018,,Nebbiolo 100%,,Carni rosse o selvaggina,43,10,14,Acciaio 12 mesi e Legno 24 mesi
Scarpa,Monferrato Rosso Rouchet 2018,,Ruchè 100%,,Formaggi freschi o a pasta filata,22,5,"13,5",Acciaio 12 mesi
Paolo Scavino,Barolo Monvigliero 2017,,Nebbiolo 100%,,Formaggi stagionati o erborinati,72,5,14,Legno 20 mesi
Paolo Scavino,Barolo Cannubi 2017,,Nebbiolo 100%,,Carni rosse o selvaggina,90,3,14,Legno 24 mesi
